timestamp,localized,temperature,pressure,humidity,altitude
1684206147726,2023-05-15T20:02:27.726(UTC-07:00),,710.2301,,2898.4568
1684206148031,2023-05-15T20:02:28.031(UTC-07:00),,710.2301,,2898.4568
1684206148336,2023-05-15T20:02:28.336(UTC-07:00),,710.2301,,2898.4568
1684206148642,2023-05-15T20:02:28.642(UTC-07:00),,710.2326,,2898.4295
1684206148937,2023-05-15T20:02:28.937(UTC-07:00),,710.2326,,2898.4295
1684206149232,2023-05-15T20:02:29.232(UTC-07:00),,710.2326,,2898.4295
1684206149527,2023-05-15T20:02:29.527(UTC-07:00),,710.2326,,2898.4295
1684206149826,2023-05-15T20:02:29.826(UTC-07:00),,710.2334,,2898.4204
1684206150126,2023-05-15T20:02:30.126(UTC-07:00),,710.2334,,2898.4204
1684206150426,2023-05-15T20:02:30.426(UTC-07:00),,710.2334,,2898.4204
1684206150726,2023-05-15T20:02:30.726(UTC-07:00),,710.2334,,2898.4204
1684206151026,2023-05-15T20:02:31.026(UTC-07:00),,710.2357,,2898.3952
1684206151326,2023-05-15T20:02:31.326(UTC-07:00),,710.2357,,2898.3952
1684206151621,2023-05-15T20:02:31.621(UTC-07:00),,710.2357,,2898.3952
1684206151916,2023-05-15T20:02:31.916(UTC-07:00),,710.2357,,2898.3952
1684206152212,2023-05-15T20:02:32.212(UTC-07:00),,710.2374,,2898.3766
1684206152517,2023-05-15T20:02:32.517(UTC-07:00),,710.2374,,2898.3766
1684206152822,2023-05-15T20:02:32.822(UTC-07:00),,710.2374,,2898.3766
1684206153127,2023-05-15T20:02:33.127(UTC-07:00),,710.2398,,2898.3492
1684206153422,2023-05-15T20:02:33.422(UTC-07:00),,710.2398,,2898.3492
1684206153717,2023-05-15T20:02:33.717(UTC-07:00),,710.2398,,2898.3492
1684206154012,2023-05-15T20:02:34.012(UTC-07:00),,710.2398,,2898.3492
1684206154336,2023-05-15T20:02:34.336(UTC-07:00),,710.2423,,2898.3219
1684206154661,2023-05-15T20:02:34.661(UTC-07:00),,710.2423,,2898.3219
1684206154986,2023-05-15T20:02:34.986(UTC-07:00),,710.2423,,2898.3219
1684206155261,2023-05-15T20:02:35.261(UTC-07:00),,710.2423,,2898.3219
1684206155536,2023-05-15T20:02:35.536(UTC-07:00),,710.2448,,2898.2946
1684206155812,2023-05-15T20:02:35.812(UTC-07:00),,710.2448,,2898.2946
1684206156116,2023-05-15T20:02:36.116(UTC-07:00),,710.2448,,2898.2946
1684206156421,2023-05-15T20:02:36.421(UTC-07:00),,710.2456,,2898.2855
1684206156726,2023-05-15T20:02:36.726(UTC-07:00),,710.2456,,2898.2855
1684206157021,2023-05-15T20:02:37.021(UTC-07:00),,710.2456,,2898.2855
1684206157316,2023-05-15T20:02:37.316(UTC-07:00),,710.2456,,2898.2855
1684206157612,2023-05-15T20:02:37.612(UTC-07:00),,710.2463,,2898.2773
1684206157916,2023-05-15T20:02:37.916(UTC-07:00),,710.2463,,2898.2773
1684206158221,2023-05-15T20:02:38.221(UTC-07:00),,710.2463,,2898.2773
1684206158526,2023-05-15T20:02:38.526(UTC-07:00),,710.2463,,2898.2773
1684206158826,2023-05-15T20:02:38.826(UTC-07:00),,710.2488,,2898.2500
1684206159126,2023-05-15T20:02:39.126(UTC-07:00),,710.2488,,2898.2500
1684206159426,2023-05-15T20:02:39.426(UTC-07:00),,710.2488,,2898.2500
1684206159731,2023-05-15T20:02:39.731(UTC-07:00),,710.2496,,2898.2409
1684206160036,2023-05-15T20:02:40.036(UTC-07:00),,710.2496,,2898.2409
1684206160342,2023-05-15T20:02:40.342(UTC-07:00),,710.2496,,2898.2409
1684206160632,2023-05-15T20:02:40.632(UTC-07:00),,710.2496,,2898.2409
1684206160922,2023-05-15T20:02:40.922(UTC-07:00),,710.2521,,2898.2135
1684206161212,2023-05-15T20:02:41.212(UTC-07:00),,710.2521,,2898.2135
1684206161521,2023-05-15T20:02:41.521(UTC-07:00),,710.2521,,2898.2135
1684206161831,2023-05-15T20:02:41.831(UTC-07:00),,710.2521,,2898.2135
1684206162141,2023-05-15T20:02:42.141(UTC-07:00),,710.2528,,2898.2048
1684206162431,2023-05-15T20:02:42.431(UTC-07:00),,710.2528,,2898.2048
1684206162721,2023-05-15T20:02:42.721(UTC-07:00),,710.2528,,2898.2048
1684206163012,2023-05-15T20:02:43.012(UTC-07:00),,710.2528,,2898.2048
1684206163332,2023-05-15T20:02:43.332(UTC-07:00),,710.2551,,2898.1797
1684206163652,2023-05-15T20:02:43.652(UTC-07:00),,710.2551,,2898.1797
1684206163972,2023-05-15T20:02:43.972(UTC-07:00),,710.2551,,2898.1797
1684206164252,2023-05-15T20:02:44.252(UTC-07:00),,710.2559,,2898.1711
1684206164532,2023-05-15T20:02:44.532(UTC-07:00),,710.2559,,2898.1711
1684206164812,2023-05-15T20:02:44.812(UTC-07:00),,710.2559,,2898.1711
1684206165122,2023-05-15T20:02:45.122(UTC-07:00),,710.2559,,2898.1711
1684206165432,2023-05-15T20:02:45.432(UTC-07:00),,710.2583,,2898.1438
1684206165742,2023-05-15T20:02:45.742(UTC-07:00),,710.2583,,2898.1438
1684206166032,2023-05-15T20:02:46.032(UTC-07:00),,710.2583,,2898.1438
1684206166322,2023-05-15T20:02:46.322(UTC-07:00),,710.2583,,2898.1438
1684206166612,2023-05-15T20:02:46.612(UTC-07:00),,710.2608,,2898.1164
1684206166922,2023-05-15T20:02:46.922(UTC-07:00),,710.2608,,2898.1164
1684206167232,2023-05-15T20:02:47.232(UTC-07:00),,710.2608,,2898.1164
1684206167542,2023-05-15T20:02:47.542(UTC-07:00),,710.2633,,2898.0890
1684206167832,2023-05-15T20:02:47.832(UTC-07:00),,710.2633,,2898.0890
1684206168122,2023-05-15T20:02:48.122(UTC-07:00),,710.2633,,2898.0890
1684206168412,2023-05-15T20:02:48.412(UTC-07:00),,710.2633,,2898.0890
1684206168722,2023-05-15T20:02:48.722(UTC-07:00),,710.2657,,2898.0617
1684206169032,2023-05-15T20:02:49.032(UTC-07:00),,710.2657,,2898.0617
1684206169342,2023-05-15T20:02:49.342(UTC-07:00),,710.2657,,2898.0617
1684206169632,2023-05-15T20:02:49.632(UTC-07:00),,710.2657,,2898.0617
1684206169922,2023-05-15T20:02:49.922(UTC-07:00),,710.2682,,2898.0340
1684206170212,2023-05-15T20:02:50.212(UTC-07:00),,710.2682,,2898.0340
1684206170522,2023-05-15T20:02:50.522(UTC-07:00),,710.2682,,2898.0340
1684206170832,2023-05-15T20:02:50.832(UTC-07:00),,710.2707,,2898.0067
1684206171142,2023-05-15T20:02:51.142(UTC-07:00),,710.2707,,2898.0067
1684206171432,2023-05-15T20:02:51.432(UTC-07:00),,710.2707,,2898.0067
1684206171722,2023-05-15T20:02:51.722(UTC-07:00),,710.2707,,2898.0067
1684206172012,2023-05-15T20:02:52.012(UTC-07:00),,710.2732,,2897.9794
1684206172327,2023-05-15T20:02:52.327(UTC-07:00),,710.2732,,2897.9794
1684206172642,2023-05-15T20:02:52.642(UTC-07:00),,710.2732,,2897.9794
1684206172957,2023-05-15T20:02:52.957(UTC-07:00),,710.2732,,2897.9794
1684206173247,2023-05-15T20:02:53.247(UTC-07:00),,710.2756,,2897.9521
1684206173537,2023-05-15T20:02:53.537(UTC-07:00),,710.2756,,2897.9521
1684206173828,2023-05-15T20:02:53.828(UTC-07:00),,710.2756,,2897.9521
1684206174132,2023-05-15T20:02:54.132(UTC-07:00),,710.2756,,2897.9521
1684206174437,2023-05-15T20:02:54.437(UTC-07:00),,710.2783,,2897.9225
1684206174742,2023-05-15T20:02:54.742(UTC-07:00),,710.2783,,2897.9225
1684206175032,2023-05-15T20:02:55.032(UTC-07:00),,710.2783,,2897.9225
1684206175322,2023-05-15T20:02:55.322(UTC-07:00),,710.2807,,2897.8952
1684206175613,2023-05-15T20:02:55.613(UTC-07:00),,710.2807,,2897.8952
1684206175922,2023-05-15T20:02:55.922(UTC-07:00),,710.2807,,2897.8952
1684206176232,2023-05-15T20:02:56.232(UTC-07:00),,710.2807,,2897.8952
1684206176542,2023-05-15T20:02:56.542(UTC-07:00),,710.2830,,2897.8701
1684206176837,2023-05-15T20:02:56.837(UTC-07:00),,710.2830,,2897.8701
1684206177132,2023-05-15T20:02:57.132(UTC-07:00),,710.2830,,2897.8701
1684206177427,2023-05-15T20:02:57.427(UTC-07:00),,710.2830,,2897.8701
1684206177732,2023-05-15T20:02:57.732(UTC-07:00),,710.2847,,2897.8515
1684206178037,2023-05-15T20:02:58.037(UTC-07:00),,710.2847,,2897.8515
1684206178342,2023-05-15T20:02:58.342(UTC-07:00),,710.2847,,2897.8515
1684206178637,2023-05-15T20:02:58.637(UTC-07:00),,710.2871,,2897.8242
1684206178932,2023-05-15T20:02:58.932(UTC-07:00),,710.2871,,2897.8242
1684206179227,2023-05-15T20:02:59.227(UTC-07:00),,710.2871,,2897.8242
1684206179537,2023-05-15T20:02:59.537(UTC-07:00),,710.2871,,2897.8242
1684206179847,2023-05-15T20:02:59.847(UTC-07:00),,710.2913,,2897.7782
1684206180157,2023-05-15T20:03:00.157(UTC-07:00),,710.2913,,2897.7782
1684206180447,2023-05-15T20:03:00.447(UTC-07:00),,710.2913,,2897.7782
1684206180737,2023-05-15T20:03:00.737(UTC-07:00),,710.2913,,2897.7782
1684206181027,2023-05-15T20:03:01.027(UTC-07:00),,710.2938,,2897.7508
1684206181337,2023-05-15T20:03:01.337(UTC-07:00),,710.2938,,2897.7508
1684206181647,2023-05-15T20:03:01.647(UTC-07:00),,710.2938,,2897.7508
1684206181957,2023-05-15T20:03:01.957(UTC-07:00),,710.2946,,2897.7417
1684206182247,2023-05-15T20:03:02.247(UTC-07:00),,710.2946,,2897.7417
1684206182537,2023-05-15T20:03:02.537(UTC-07:00),,710.2946,,2897.7417
1684206182828,2023-05-15T20:03:02.828(UTC-07:00),,710.2946,,2897.7417
1684206183137,2023-05-15T20:03:03.137(UTC-07:00),,710.2987,,2897.6957
1684206183447,2023-05-15T20:03:03.447(UTC-07:00),,710.2987,,2897.6957
1684206183757,2023-05-15T20:03:03.757(UTC-07:00),,710.2987,,2897.6957
1684206184047,2023-05-15T20:03:04.047(UTC-07:00),,710.2987,,2897.6957
1684206184337,2023-05-15T20:03:04.337(UTC-07:00),,710.3029,,2897.6493
1684206184627,2023-05-15T20:03:04.627(UTC-07:00),,710.3029,,2897.6493
1684206184937,2023-05-15T20:03:04.937(UTC-07:00),,710.3029,,2897.6493
1684206185247,2023-05-15T20:03:05.247(UTC-07:00),,710.3029,,2897.6493
1684206185557,2023-05-15T20:03:05.557(UTC-07:00),,710.3012,,2897.6684
1684206185847,2023-05-15T20:03:05.847(UTC-07:00),,710.3012,,2897.6684
1684206186137,2023-05-15T20:03:06.137(UTC-07:00),,710.3012,,2897.6684
1684206186428,2023-05-15T20:03:06.428(UTC-07:00),,710.3036,,2897.6411
1684206186737,2023-05-15T20:03:06.737(UTC-07:00),,710.3036,,2897.6411
1684206187047,2023-05-15T20:03:07.047(UTC-07:00),,710.3036,,2897.6411
1684206187357,2023-05-15T20:03:07.357(UTC-07:00),,710.3036,,2897.6411
1684206187647,2023-05-15T20:03:07.647(UTC-07:00),,710.3078,,2897.5947
1684206187937,2023-05-15T20:03:07.937(UTC-07:00),,710.3078,,2897.5947
1684206188228,2023-05-15T20:03:08.228(UTC-07:00),,710.3078,,2897.5947
1684206188537,2023-05-15T20:03:08.537(UTC-07:00),,710.3078,,2897.5947
1684206188847,2023-05-15T20:03:08.847(UTC-07:00),,710.3085,,2897.5865
1684206189157,2023-05-15T20:03:09.157(UTC-07:00),,710.3085,,2897.5865
1684206189447,2023-05-15T20:03:09.447(UTC-07:00),,710.3085,,2897.5865
1684206189737,2023-05-15T20:03:09.737(UTC-07:00),,710.3125,,2897.5423
1684206190028,2023-05-15T20:03:10.028(UTC-07:00),,710.3125,,2897.5423
1684206190337,2023-05-15T20:03:10.337(UTC-07:00),,710.3125,,2897.5423
1684206190647,2023-05-15T20:03:10.647(UTC-07:00),,710.3125,,2897.5423
1684206190957,2023-05-15T20:03:10.957(UTC-07:00),,710.3167,,2897.4964
1684206191247,2023-05-15T20:03:11.247(UTC-07:00),,710.3167,,2897.4964
1684206191537,2023-05-15T20:03:11.537(UTC-07:00),,710.3167,,2897.4964
1684206191828,2023-05-15T20:03:11.828(UTC-07:00),,710.3167,,2897.4964
1684206192157,2023-05-15T20:03:12.157(UTC-07:00),,710.3191,,2897.4690
1684206192487,2023-05-15T20:03:12.487(UTC-07:00),,710.3191,,2897.4690
1684206192817,2023-05-15T20:03:12.817(UTC-07:00),,710.3191,,2897.4690
1684206193087,2023-05-15T20:03:13.087(UTC-07:00),,710.3216,,2897.4412
1684206193357,2023-05-15T20:03:13.357(UTC-07:00),,710.3216,,2897.4412
1684206193627,2023-05-15T20:03:13.627(UTC-07:00),,710.3216,,2897.4412
1684206193937,2023-05-15T20:03:13.937(UTC-07:00),,710.3216,,2897.4412
1684206194247,2023-05-15T20:03:14.247(UTC-07:00),,710.3241,,2897.4139
1684206194557,2023-05-15T20:03:14.557(UTC-07:00),,710.3241,,2897.4139
1684206194847,2023-05-15T20:03:14.847(UTC-07:00),,710.3241,,2897.4139
1684206195137,2023-05-15T20:03:15.137(UTC-07:00),,710.3241,,2897.4139
1684206195427,2023-05-15T20:03:15.427(UTC-07:00),,710.3282,,2897.3680
1684206195736,2023-05-15T20:03:15.736(UTC-07:00),,710.3282,,2897.3680
1684206196046,2023-05-15T20:03:16.046(UTC-07:00),,710.3282,,2897.3680
1684206196356,2023-05-15T20:03:16.356(UTC-07:00),,710.3282,,2897.3680
1684206196661,2023-05-15T20:03:16.661(UTC-07:00),,710.3299,,2897.3493
1684206196966,2023-05-15T20:03:16.966(UTC-07:00),,710.3299,,2897.3493
1684206197271,2023-05-15T20:03:17.271(UTC-07:00),,710.3299,,2897.3493
1684206197566,2023-05-15T20:03:17.566(UTC-07:00),,710.3324,,2897.3220
1684206197861,2023-05-15T20:03:17.861(UTC-07:00),,710.3324,,2897.3220
1684206198156,2023-05-15T20:03:18.156(UTC-07:00),,710.3324,,2897.3220
1684206198446,2023-05-15T20:03:18.446(UTC-07:00),,710.3324,,2897.3220
1684206198736,2023-05-15T20:03:18.736(UTC-07:00),,710.3332,,2897.3133
1684206199027,2023-05-15T20:03:19.027(UTC-07:00),,710.3332,,2897.3133
1684206199341,2023-05-15T20:03:19.341(UTC-07:00),,710.3332,,2897.3133
1684206199656,2023-05-15T20:03:19.656(UTC-07:00),,710.3332,,2897.3133
1684206199971,2023-05-15T20:03:19.971(UTC-07:00),,710.3356,,2897.2860
1684206200256,2023-05-15T20:03:20.256(UTC-07:00),,710.3356,,2897.2860
1684206200541,2023-05-15T20:03:20.541(UTC-07:00),,710.3356,,2897.2860
1684206200827,2023-05-15T20:03:20.827(UTC-07:00),,710.3415,,2897.2210
